plano_assinatura,frequencia_uso,tempo_desde_ultimo_acesso,uso_beneficios_plano,variacao_preco,percepcao_custo_beneficio,nivel_satisfacao,falhas_pagamento,cancelou_assinatura
Basico,Baixa,Longo,Baixo,Manteve,Baixa,Baixo,Ocasional,Sim
Basico,Media,Moderado,Alto,Aumentou,Baixa,Baixo,Recorrente,Sim
Intermediario,Baixa,Recente,Baixo,Manteve,Alta,Alto,Nenhuma,Nao
Intermediario,Alta,Recente,Alto,Aumentou,Alta,Alto,Nenhuma,Nao
Basico,Alta,Recente,Alto,Manteve,Media,Alto,Nenhuma,Nao
Intermediario,Alta,Recente,Medio,Manteve,Alta,Alto,Nenhuma,Nao
Intermediario,Media,Recente,Medio,Manteve,Alta,Medio,Ocasional,Nao
Basico,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Premium,Media,Recente,Medio,Aumentou,Alta,Alto,Nenhuma,Nao
Basico,Baixa,Moderado,Medio,Manteve,Media,Alto,Nenhuma,Nao
Basico,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Basico,Baixa,Recente,Baixo,Aumentou,Media,Baixo,Ocasional,Sim
Premium,Baixa,Longo,Baixo,Manteve,Media,Alto,Nenhuma,Sim
Basico,Media,Recente,Medio,Manteve,Media,Medio,Nenhuma,Sim
Basico,Media,Moderado,Baixo,Aumentou,Media,Medio,Nenhuma,Sim
Intermediario,Baixa,Moderado,Baixo,Aumentou,Baixa,Medio,Nenhuma,Sim
Intermediario,Alta,Recente,Alto,Manteve,Media,Medio,Nenhuma,Nao
Basico,Alta,Moderado,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Basico,Media,Recente,Medio,Manteve,Alta,Alto,Nenhuma,Nao
Intermediario,Alta,Recente,Medio,Manteve,Media,Alto,Nenhuma,Nao
Basico,Media,Recente,Baixo,Manteve,Media,Alto,Nenhuma,Nao
Intermediario,Media,Recente,Medio,Manteve,Media,Alto,Nenhuma,Nao
Premium,Alta,Recente,Alto,Manteve,Alta,Medio,Nenhuma,Nao
Basico,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Basico,Baixa,Longo,Baixo,Aumentou,Media,Medio,Nenhuma,Sim
Intermediario,Baixa,Longo,Baixo,Aumentou,Baixa,Baixo,Recorrente,Sim
Basico,Media,Recente,Baixo,Aumentou,Baixa,Medio,Nenhuma,Sim
Premium,Media,Recente,Alto,Manteve,Media,Medio,Nenhuma,Nao
Premium,Media,Recente,Medio,Diminuiu,Alta,Medio,Nenhuma,Nao
Basico,Alta,Recente,Alto,Manteve,Media,Medio,Ocasional,Nao
Intermediario,Media,Recente,Alto,Aumentou,Alta,Alto,Nenhuma,Nao
Intermediario,Media,Moderado,Medio,Diminuiu,Media,Medio,Nenhuma,Sim
Intermediario,Media,Recente,Medio,Manteve,Media,Medio,Ocasional,Nao
Premium,Media,Moderado,Medio,Manteve,Media,Alto,Nenhuma,Nao
Basico,Media,Moderado,Medio,Aumentou,Baixa,Baixo,Nenhuma,Sim
Intermediario,Alta,Recente,Alto,Aumentou,Alta,Alto,Nenhuma,Nao
Basico,Media,Recente,Baixo,Aumentou,Baixa,Medio,Nenhuma,Sim
Intermediario,Alta,Recente,Alto,Manteve,Baixa,Baixo,Nenhuma,Nao
Intermediario,Media,Recente,Alto,Manteve,Media,Medio,Nenhuma,Sim
Premium,Alta,Recente,Alto,Aumentou,Alta,Baixo,Nenhuma,Nao
Intermediario,Media,Moderado,Medio,Aumentou,Baixa,Alto,Nenhuma,Sim
Premium,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Basico,Media,Recente,Medio,Manteve,Baixa,Alto,Nenhuma,Sim
Basico,Media,Recente,Medio,Manteve,Media,Alto,Nenhuma,Nao
Intermediario,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Premium,Alta,Recente,Medio,Manteve,Alta,Alto,Nenhuma,Nao
Basico,Media,Recente,Medio,Manteve,Media,Baixo,Nenhuma,Nao
Intermediario,Media,Moderado,Medio,Manteve,Alta,Medio,Nenhuma,Sim
Intermediario,Media,Recente,Medio,Manteve,Alta,Medio,Nenhuma,Nao
Premium,Alta,Recente,Alto,Manteve,Alta,Medio,Nenhuma,Nao
Intermediario,Media,Moderado,Medio,Manteve,Media,Alto,Nenhuma,Nao
Basico,Baixa,Recente,Baixo,Manteve,Alta,Medio,Nenhuma,Sim
Premium,Alta,Moderado,Alto,Manteve,Alta,Medio,Ocasional,Nao
Intermediario,Alta,Recente,Medio,Manteve,Alta,Alto,Nenhuma,Nao
Premium,Media,Recente,Medio,Manteve,Alta,Alto,Nenhuma,Nao
Basico,Baixa,Longo,Baixo,Manteve,Media,Baixo,Nenhuma,Sim
Intermediario,Media,Recente,Medio,Aumentou,Baixa,Medio,Nenhuma,Nao
Intermediario,Media,Recente,Medio,Aumentou,Media,Medio,Nenhuma,Sim
Intermediario,Media,Recente,Baixo,Manteve,Alta,Medio,Nenhuma,Sim
Intermediario,Media,Recente,Baixo,Aumentou,Baixa,Medio,Nenhuma,Sim
Basico,Media,Recente,Alto,Manteve,Alta,Alto,Ocasional,Nao
Intermediario,Alta,Recente,Medio,Manteve,Alta,Alto,Nenhuma,Nao
Basico,Media,Recente,Medio,Manteve,Alta,Alto,Nenhuma,Nao
Intermediario,Alta,Recente,Medio,Aumentou,Media,Medio,Nenhuma,Nao
Basico,Baixa,Longo,Baixo,Manteve,Baixa,Baixo,Nenhuma,Sim
Intermediario,Baixa,Longo,Baixo,Aumentou,Alta,Medio,Nenhuma,Sim
Intermediario,Alta,Recente,Alto,Manteve,Alta,Alto,Recorrente,Nao
Intermediario,Alta,Recente,Alto,Aumentou,Baixa,Medio,Nenhuma,Nao
Premium,Alta,Recente,Alto,Manteve,Alta,Baixo,Nenhuma,Nao
Basico,Alta,Recente,Alto,Aumentou,Alta,Alto,Nenhuma,Nao
Basico,Media,Recente,Medio,Manteve,Media,Medio,Nenhuma,Sim
Intermediario,Alta,Moderado,Medio,Aumentou,Alta,Medio,Nenhuma,Nao
Intermediario,Baixa,Recente,Baixo,Aumentou,Media,Medio,Nenhuma,Nao
Basico,Alta,Recente,Baixo,Manteve,Alta,Medio,Ocasional,Nao
Basico,Baixa,Moderado,Baixo,Manteve,Media,Baixo,Nenhuma,Sim
Premium,Alta,Recente,Alto,Manteve,Alta,Medio,Nenhuma,Nao
Premium,Media,Recente,Medio,Manteve,Baixa,Medio,Ocasional,Sim
Intermediario,Media,Moderado,Medio,Manteve,Media,Medio,Ocasional,Sim
Basico,Media,Recente,Baixo,Aumentou,Baixa,Baixo,Nenhuma,Sim
Premium,Media,Moderado,Baixo,Aumentou,Baixa,Alto,Nenhuma,Nao
Intermediario,Media,Recente,Baixo,Aumentou,Baixa,Medio,Ocasional,Sim
Premium,Media,Recente,Medio,Aumentou,Baixa,Alto,Nenhuma,Nao
Basico,Alta,Recente,Alto,Aumentou,Alta,Alto,Nenhuma,Nao
Intermediario,Media,Moderado,Medio,Manteve,Media,Alto,Nenhuma,Nao
Basico,Alta,Recente,Alto,Aumentou,Alta,Alto,Nenhuma,Nao
Intermediario,Baixa,Longo,Baixo,Manteve,Alta,Medio,Ocasional,Sim
Premium,Alta,Recente,Alto,Manteve,Media,Medio,Nenhuma,Nao
Intermediario,Baixa,Recente,Baixo,Aumentou,Baixa,Baixo,Nenhuma,Sim
Intermediario,Baixa,Longo,Medio,Manteve,Baixa,Baixo,Nenhuma,Sim
Intermediario,Baixa,Longo,Medio,Aumentou,Baixa,Alto,Nenhuma,Sim
Basico,Baixa,Longo,Baixo,Manteve,Baixa,Medio,Ocasional,Sim
Basico,Alta,Moderado,Medio,Manteve,Alta,Alto,Nenhuma,Sim
Premium,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Intermediario,Baixa,Moderado,Medio,Manteve,Media,Alto,Ocasional,Nao
Premium,Baixa,Longo,Baixo,Manteve,Media,Baixo,Ocasional,Sim
Premium,Alta,Recente,Alto,Diminuiu,Alta,Alto,Nenhuma,Nao
Basico,Baixa,Longo,Medio,Manteve,Media,Baixo,Recorrente,Sim
Intermediario,Baixa,Moderado,Baixo,Aumentou,Baixa,Baixo,Ocasional,Sim
Basico,Media,Recente,Baixo,Manteve,Media,Alto,Nenhuma,Nao
Basico,Media,Recente,Medio,Manteve,Baixa,Alto,Nenhuma,Sim
Premium,Alta,Recente,Medio,Manteve,Alta,Alto,Nenhuma,Nao
Intermediario,Alta,Recente,Alto,Aumentou,Baixa,Medio,Nenhuma,Nao
Intermediario,Baixa,Moderado,Baixo,Manteve,Media,Alto,Ocasional,Nao
Intermediario,Alta,Recente,Medio,Manteve,Alta,Alto,Nenhuma,Nao
Basico,Media,Moderado,Baixo,Diminuiu,Alta,Alto,Nenhuma,Nao
Premium,Media,Moderado,Medio,Manteve,Media,Medio,Nenhuma,Nao
Intermediario,Baixa,Moderado,Medio,Manteve,Media,Baixo,Nenhuma,Sim
Basico,Baixa,Longo,Baixo,Manteve,Baixa,Medio,Nenhuma,Sim
Basico,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Premium,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Intermediario,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Intermediario,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Basico,Alta,Recente,Medio,Manteve,Baixa,Baixo,Nenhuma,Sim
Intermediario,Alta,Recente,Alto,Manteve,Media,Medio,Ocasional,Nao
Intermediario,Media,Moderado,Medio,Manteve,Alta,Medio,Nenhuma,Nao
Intermediario,Media,Moderado,Alto,Manteve,Media,Medio,Nenhuma,Nao
Intermediario,Media,Recente,Medio,Aumentou,Media,Medio,Nenhuma,Sim
Basico,Media,Moderado,Medio,Aumentou,Baixa,Medio,Nenhuma,Sim
Basico,Baixa,Longo,Baixo,Manteve,Media,Medio,Ocasional,Sim
Basico,Baixa,Moderado,Baixo,Aumentou,Baixa,Alto,Ocasional,Sim
Premium,Alta,Recente,Alto,Aumentou,Alta,Alto,Nenhuma,Nao
Intermediario,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Premium,Alta,Recente,Alto,Manteve,Media,Medio,Nenhuma,Nao
Premium,Media,Recente,Baixo,Aumentou,Baixa,Medio,Ocasional,Sim
Premium,Media,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Intermediario,Media,Moderado,Baixo,Manteve,Alta,Alto,Nenhuma,Nao
Basico,Baixa,Longo,Baixo,Manteve,Media,Alto,Nenhuma,Sim
Premium,Media,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Intermediario,Media,Moderado,Baixo,Manteve,Baixa,Baixo,Ocasional,Sim
Intermediario,Alta,Recente,Alto,Manteve,Alta,Medio,Ocasional,Nao
Premium,Alta,Recente,Alto,Aumentou,Baixa,Alto,Nenhuma,Nao
Intermediario,Media,Recente,Medio,Manteve,Media,Medio,Nenhuma,Nao
Intermediario,Media,Recente,Medio,Manteve,Alta,Medio,Nenhuma,Nao
Intermediario,Media,Moderado,Medio,Manteve,Media,Medio,Nenhuma,Nao
Intermediario,Media,Recente,Medio,Manteve,Media,Medio,Nenhuma,Nao
Premium,Alta,Moderado,Alto,Manteve,Alta,Baixo,Ocasional,Nao
Basico,Media,Recente,Alto,Manteve,Baixa,Baixo,Nenhuma,Sim
Basico,Baixa,Moderado,Baixo,Aumentou,Baixa,Alto,Nenhuma,Sim
Premium,Baixa,Moderado,Alto,Manteve,Media,Alto,Nenhuma,Nao
Basico,Alta,Recente,Medio,Manteve,Media,Alto,Nenhuma,Nao
Basico,Alta,Recente,Alto,Manteve,Media,Medio,Ocasional,Nao
Intermediario,Baixa,Moderado,Medio,Manteve,Baixa,Baixo,Nenhuma,Sim
Basico,Media,Moderado,Medio,Manteve,Media,Medio,Nenhuma,Nao
Intermediario,Baixa,Recente,Medio,Aumentou,Baixa,Baixo,Ocasional,Sim
Intermediario,Media,Recente,Alto,Diminuiu,Alta,Medio,Nenhuma,Nao
Basico,Alta,Recente,Alto,Manteve,Alta,Medio,Nenhuma,Nao
Intermediario,Baixa,Moderado,Baixo,Manteve,Alta,Alto,Nenhuma,Sim
Basico,Media,Moderado,Medio,Manteve,Media,Alto,Nenhuma,Nao
Basico,Alta,Recente,Alto,Diminuiu,Alta,Baixo,Nenhuma,Nao
Basico,Media,Moderado,Medio,Manteve,Media,Baixo,Nenhuma,Sim
Basico,Media,Recente,Medio,Manteve,Alta,Alto,Nenhuma,Nao
Intermediario,Media,Recente,Medio,Aumentou,Alta,Medio,Nenhuma,Nao
Basico,Baixa,Longo,Baixo,Manteve,Media,Alto,Ocasional,Sim
Basico,Media,Recente,Medio,Manteve,Baixa,Medio,Nenhuma,Sim
Basico,Baixa,Recente,Medio,Manteve,Media,Medio,Nenhuma,Sim
Basico,Media,Recente,Baixo,Manteve,Alta,Alto,Nenhuma,Nao
Basico,Media,Recente,Medio,Manteve,Alta,Alto,Nenhuma,Nao
Basico,Alta,Moderado,Alto,Manteve,Media,Medio,Nenhuma,Nao
Basico,Baixa,Recente,Baixo,Manteve,Media,Alto,Nenhuma,Sim
Intermediario,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Intermediario,Baixa,Recente,Baixo,Manteve,Alta,Medio,Nenhuma,Sim
Premium,Alta,Recente,Alto,Diminuiu,Alta,Alto,Nenhuma,Nao
Premium,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Premium,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Basico,Alta,Moderado,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Intermediario,Media,Recente,Baixo,Aumentou,Media,Baixo,Nenhuma,Nao
Basico,Media,Recente,Baixo,Aumentou,Media,Alto,Ocasional,Sim
Intermediario,Alta,Recente,Alto,Manteve,Media,Medio,Ocasional,Nao
Premium,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Premium,Alta,Recente,Alto,Manteve,Alta,Medio,Ocasional,Nao
Premium,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Intermediario,Media,Recente,Medio,Manteve,Alta,Alto,Nenhuma,Nao
Intermediario,Baixa,Moderado,Baixo,Aumentou,Baixa,Baixo,Ocasional,Sim
Premium,Media,Recente,Medio,Aumentou,Baixa,Baixo,Ocasional,Sim
Basico,Alta,Recente,Medio,Aumentou,Baixa,Medio,Nenhuma,Sim
Basico,Media,Moderado,Alto,Manteve,Baixa,Baixo,Recorrente,Nao
Intermediario,Alta,Recente,Alto,Aumentou,Alta,Alto,Nenhuma,Nao
Basico,Baixa,Moderado,Baixo,Aumentou,Baixa,Medio,Nenhuma,Sim
Basico,Media,Recente,Medio,Manteve,Baixa,Baixo,Ocasional,Sim
Basico,Alta,Recente,Alto,Aumentou,Alta,Alto,Nenhuma,Nao
Intermediario,Media,Moderado,Medio,Aumentou,Media,Medio,Ocasional,Nao
Premium,Media,Recente,Medio,Aumentou,Baixa,Alto,Nenhuma,Nao
Intermediario,Media,Recente,Medio,Manteve,Media,Medio,Nenhuma,Sim
Intermediario,Media,Moderado,Alto,Diminuiu,Alta,Medio,Ocasional,Nao
Basico,Alta,Recente,Alto,Aumentou,Baixa,Medio,Nenhuma,Sim
Basico,Media,Recente,Alto,Diminuiu,Alta,Alto,Nenhuma,Nao
Basico,Media,Recente,Medio,Aumentou,Baixa,Baixo,Nenhuma,Sim
Premium,Alta,Recente,Alto,Manteve,Alta,Medio,Nenhuma,Nao
Intermediario,Baixa,Moderado,Baixo,Manteve,Baixa,Medio,Nenhuma,Sim
Premium,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Intermediario,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Basico,Media,Longo,Medio,Diminuiu,Baixa,Baixo,Nenhuma,Sim
Premium,Baixa,Longo,Medio,Aumentou,Alta,Medio,Nenhuma,Nao
Basico,Media,Recente,Baixo,Manteve,Media,Baixo,Nenhuma,Nao
Intermediario,Media,Recente,Medio,Manteve,Baixa,Baixo,Ocasional,Nao
Premium,Media,Recente,Medio,Manteve,Alta,Alto,Nenhuma,Nao
Basico,Media,Recente,Medio,Aumentou,Media,Alto,Nenhuma,Nao
Premium,Media,Recente,Baixo,Aumentou,Alta,Alto,Ocasional,Nao
Intermediario,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Intermediario,Baixa,Moderado,Baixo,Manteve,Baixa,Baixo,Recorrente,Sim
Premium,Alta,Recente,Alto,Manteve,Alta,Baixo,Nenhuma,Nao
Intermediario,Media,Recente,Medio,Manteve,Baixa,Medio,Nenhuma,Nao
Intermediario,Baixa,Moderado,Baixo,Manteve,Media,Baixo,Nenhuma,Sim
Intermediario,Media,Recente,Medio,Manteve,Alta,Alto,Nenhuma,Nao
Basico,Baixa,Longo,Baixo,Manteve,Media,Medio,Nenhuma,Sim
Intermediario,Alta,Recente,Medio,Manteve,Alta,Alto,Nenhuma,Nao
Intermediario,Media,Moderado,Medio,Manteve,Alta,Alto,Nenhuma,Nao
Basico,Alta,Recente,Alto,Manteve,Alta,Medio,Ocasional,Nao
Basico,Media,Moderado,Baixo,Aumentou,Baixa,Medio,Nenhuma,Sim
Basico,Alta,Recente,Alto,Manteve,Alta,Medio,Recorrente,Nao
Basico,Media,Moderado,Medio,Manteve,Media,Medio,Nenhuma,Nao
Basico,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Intermediario,Alta,Recente,Medio,Manteve,Baixa,Medio,Recorrente,Sim
Basico,Media,Recente,Baixo,Manteve,Baixa,Medio,Nenhuma,Sim
Basico,Media,Recente,Alto,Manteve,Media,Alto,Ocasional,Sim
Premium,Baixa,Longo,Baixo,Manteve,Alta,Medio,Nenhuma,Sim
Intermediario,Baixa,Longo,Medio,Manteve,Baixa,Medio,Nenhuma,Sim
Intermediario,Media,Recente,Medio,Aumentou,Baixa,Medio,Nenhuma,Sim
Intermediario,Alta,Recente,Baixo,Aumentou,Alta,Alto,Nenhuma,Nao
Basico,Alta,Recente,Alto,Aumentou,Baixa,Alto,Nenhuma,Nao
Premium,Baixa,Moderado,Baixo,Manteve,Baixa,Medio,Nenhuma,Sim
Basico,Alta,Recente,Medio,Aumentou,Alta,Medio,Nenhuma,Nao
Premium,Media,Recente,Medio,Aumentou,Baixa,Medio,Nenhuma,Sim
Basico,Media,Recente,Baixo,Manteve,Alta,Alto,Nenhuma,Nao
Premium,Baixa,Moderado,Medio,Diminuiu,Baixa,Baixo,Nenhuma,Sim
Intermediario,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Basico,Alta,Recente,Alto,Manteve,Media,Alto,Nenhuma,Nao
Basico,Media,Moderado,Medio,Manteve,Media,Baixo,Recorrente,Sim
Basico,Baixa,Longo,Baixo,Manteve,Media,Medio,Nenhuma,Sim
Basico,Media,Recente,Medio,Manteve,Media,Baixo,Nenhuma,Nao
Basico,Media,Moderado,Alto,Manteve,Alta,Medio,Ocasional,Nao
Basico,Media,Longo,Medio,Diminuiu,Media,Alto,Nenhuma,Nao
Basico,Media,Moderado,Medio,Manteve,Alta,Medio,Ocasional,Nao
Basico,Media,Moderado,Medio,Manteve,Media,Alto,Nenhuma,Nao
Intermediario,Alta,Recente,Alto,Aumentou,Alta,Alto,Nenhuma,Nao
Premium,Alta,Recente,Alto,Aumentou,Media,Medio,Ocasional,Sim
Intermediario,Baixa,Longo,Baixo,Aumentou,Media,Medio,Nenhuma,Nao
Intermediario,Alta,Recente,Medio,Diminuiu,Alta,Medio,Nenhuma,Nao
Basico,Media,Moderado,Medio,Manteve,Media,Medio,Nenhuma,Sim
Intermediario,Alta,Moderado,Alto,Aumentou,Media,Alto,Nenhuma,Sim
Basico,Alta,Recente,Medio,Manteve,Alta,Alto,Nenhuma,Nao
Basico,Alta,Recente,Medio,Aumentou,Baixa,Medio,Nenhuma,Nao
Basico,Media,Recente,Medio,Manteve,Baixa,Medio,Recorrente,Nao
Intermediario,Media,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Intermediario,Alta,Longo,Medio,Manteve,Alta,Alto,Nenhuma,Nao
Basico,Media,Recente,Medio,Manteve,Baixa,Baixo,Nenhuma,Nao
Basico,Baixa,Longo,Baixo,Manteve,Media,Medio,Nenhuma,Sim
Intermediario,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Intermediario,Baixa,Longo,Baixo,Manteve,Media,Medio,Nenhuma,Sim
Basico,Media,Recente,Medio,Aumentou,Media,Alto,Nenhuma,Nao
Basico,Media,Recente,Baixo,Manteve,Baixa,Medio,Nenhuma,Nao
Premium,Alta,Recente,Medio,Aumentou,Alta,Alto,Nenhuma,Nao
Intermediario,Alta,Recente,Alto,Manteve,Media,Medio,Nenhuma,Nao
Intermediario,Media,Moderado,Baixo,Manteve,Media,Alto,Recorrente,Sim
Intermediario,Media,Recente,Medio,Manteve,Media,Alto,Nenhuma,Nao
Basico,Alta,Moderado,Medio,Aumentou,Alta,Medio,Nenhuma,Nao
Basico,Baixa,Moderado,Baixo,Manteve,Media,Baixo,Nenhuma,Sim
Basico,Media,Longo,Medio,Manteve,Baixa,Baixo,Nenhuma,Sim
Basico,Baixa,Longo,Baixo,Diminuiu,Media,Medio,Nenhuma,Sim
Basico,Baixa,Recente,Baixo,Manteve,Media,Medio,Nenhuma,Sim
Intermediario,Media,Recente,Medio,Aumentou,Media,Medio,Nenhuma,Nao
Basico,Media,Moderado,Medio,Manteve,Media,Medio,Nenhuma,Nao
Intermediario,Media,Moderado,Medio,Manteve,Alta,Medio,Ocasional,Sim
Intermediario,Alta,Moderado,Medio,Manteve,Baixa,Baixo,Nenhuma,Nao
Premium,Alta,Recente,Medio,Diminuiu,Alta,Medio,Nenhuma,Nao
Basico,Media,Moderado,Medio,Manteve,Media,Medio,Ocasional,Nao
Basico,Alta,Recente,Alto,Aumentou,Baixa,Alto,Nenhuma,Nao
Basico,Baixa,Moderado,Baixo,Manteve,Media,Baixo,Ocasional,Sim
Intermediario,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Basico,Baixa,Moderado,Medio,Aumentou,Baixa,Alto,Nenhuma,Sim
Intermediario,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Intermediario,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Basico,Baixa,Moderado,Baixo,Manteve,Baixa,Medio,Ocasional,Sim
Intermediario,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Premium,Baixa,Moderado,Baixo,Aumentou,Baixa,Medio,Nenhuma,Sim
Intermediario,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Basico,Baixa,Longo,Baixo,Manteve,Media,Baixo,Nenhuma,Sim
Intermediario,Media,Longo,Medio,Aumentou,Alta,Alto,Nenhuma,Nao
Intermediario,Media,Moderado,Medio,Manteve,Media,Baixo,Ocasional,Sim
Basico,Baixa,Recente,Baixo,Manteve,Baixa,Alto,Recorrente,Sim
Basico,Alta,Recente,Baixo,Manteve,Alta,Alto,Nenhuma,Nao
Intermediario,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Basico,Media,Moderado,Medio,Aumentou,Baixa,Medio,Nenhuma,Sim
Intermediario,Media,Longo,Baixo,Manteve,Media,Alto,Ocasional,Sim
Premium,Media,Recente,Baixo,Aumentou,Baixa,Medio,Nenhuma,Sim
Basico,Media,Recente,Medio,Manteve,Alta,Baixo,Nenhuma,Nao
Intermediario,Media,Recente,Medio,Manteve,Media,Medio,Nenhuma,Nao
Premium,Media,Recente,Medio,Manteve,Media,Medio,Nenhuma,Nao
Intermediario,Media,Longo,Medio,Manteve,Baixa,Medio,Nenhuma,Sim
Premium,Alta,Recente,Alto,Aumentou,Alta,Medio,Nenhuma,Nao
Intermediario,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Basico,Media,Recente,Medio,Aumentou,Baixa,Medio,Nenhuma,Sim
Basico,Alta,Recente,Alto,Aumentou,Alta,Alto,Nenhuma,Nao
Intermediario,Media,Moderado,Medio,Manteve,Baixa,Medio,Nenhuma,Nao
Basico,Baixa,Moderado,Baixo,Manteve,Media,Medio,Ocasional,Sim
Basico,Baixa,Recente,Baixo,Manteve,Media,Medio,Nenhuma,Sim
Intermediario,Baixa,Moderado,Baixo,Manteve,Media,Medio,Nenhuma,Sim
Intermediario,Media,Moderado,Medio,Manteve,Alta,Alto,Nenhuma,Nao
Basico,Baixa,Moderado,Baixo,Diminuiu,Baixa,Baixo,Nenhuma,Sim
Intermediario,Media,Recente,Medio,Manteve,Alta,Alto,Nenhuma,Nao
Premium,Baixa,Recente,Baixo,Diminuiu,Alta,Medio,Nenhuma,Nao
Basico,Media,Moderado,Medio,Aumentou,Alta,Alto,Nenhuma,Nao
Intermediario,Media,Moderado,Medio,Aumentou,Alta,Alto,Ocasional,Sim
Basico,Media,Moderado,Medio,Manteve,Alta,Alto,Nenhuma,Nao
Premium,Media,Recente,Baixo,Manteve,Alta,Medio,Nenhuma,Nao
Basico,Alta,Recente,Alto,Manteve,Alta,Medio,Nenhuma,Nao
Premium,Media,Recente,Alto,Aumentou,Alta,Alto,Nenhuma,Nao
Basico,Media,Moderado,Medio,Aumentou,Media,Baixo,Nenhuma,Sim
Premium,Alta,Recente,Alto,Aumentou,Baixa,Alto,Nenhuma,Nao
Premium,Baixa,Moderado,Baixo,Manteve,Baixa,Medio,Nenhuma,Nao
Premium,Alta,Recente,Alto,Manteve,Alta,Alto,Nenhuma,Nao
Premium,Alta,Recente,Alto,Manteve,Media,Alto,Nenhuma,Nao
Premium,Baixa,Longo,Baixo,Manteve,Media,Baixo,Nenhuma,Sim
Basico,Media,Moderado,Baixo,Manteve,Media,Medio,Nenhuma,Sim
Basico,Alta,Recente,Alto,Aumentou,Baixa,Medio,Nenhuma,Sim
Basico,Alta,Recente,Medio,Manteve,Alta,Alto,Nenhuma,Nao
Intermediario,Media,Moderado,Medio,Manteve,Alta,Alto,Nenhuma,Nao
Basico,Media,Recente,Medio,Manteve,Media,Medio,Nenhuma,Nao
Intermediario,Baixa,Moderado,Medio,Manteve,Media,Alto,Ocasional,Sim
Premium,Media,Recente,Alto,Manteve,Baixa,Medio,Ocasional,Nao
Basico,Media,Recente,Medio,Manteve,Baixa,Medio,Nenhuma,Sim
Intermediario,Media,Recente,Medio,Aumentou,Baixa,Alto,Nenhuma,Nao
Basico,Media,Moderado,Medio,Manteve,Media,Medio,Nenhuma,Sim
Intermediario,Baixa,Moderado,Baixo,Aumentou,Baixa,Baixo,Nenhuma,Sim
Intermediario,Alta,Moderado,Alto,Diminuiu,Alta,Alto,Nenhuma,Nao
Basico,Baixa,Moderado,Medio,Manteve,Alta,Medio,Nenhuma,Nao
Premium,Alta,Recente,Alto,Manteve,Media,Medio,Ocasional,Nao
Basico,Alta,Recente,Medio,Manteve,Media,Medio,Nenhuma,Nao
Intermediario,Alta,Recente,Alto,Diminuiu,Baixa,Baixo,Nenhuma,Nao
Basico,Alta,Recente,Alto,Aumentou,Alta,Alto,Nenhuma,Nao
Basico,Alta,Recente,Baixo,Manteve,Alta,Alto,Nenhuma,Nao
Intermediario,Media,Moderado,Medio,Manteve,Alta,Medio,Recorrente,Nao
Intermediario,Media,Recente,Medio,Aumentou,Alta,Alto,Nenhuma,Sim
Basico,Baixa,Longo,Baixo,Manteve,Alta,Baixo,Nenhuma,Sim
Intermediario,Alta,Recente,Alto,Aumentou,Alta,Medio,Nenhuma,Nao
